customer_message,clean_customer_message
/start_conversation,/stả_convẻation
ib e giá vs ạ ,inbox em giá với ạ
cho mình xin giá của 2 cái này với ạ ,cho mình xin giá của 2 cái này với ạ
"Còn hàng ko bạn
Báo giá ship vào HCM giúp mình",còn hàng không bạn báo giá ship vào hồ chí minh giúp mình
/start_conversation,/stả_convẻation
Bộ bàn này giá bn ạ,bộ bàn này giá bao nhiêu ạ
/start_conversation,/stả_convẻation
ship hoàng cầu bn c nhỉ,ship hoàng cầu bao nhiêu chị nhỉ
/start_conversation,/stả_convẻation
"Em ơi
Còn xe lúc lắc màu xanh k",em ơi còn xe lúc lắc màu xanh không
C mua 2 cái rồi ấy,chị mua 2 cái rồi ấy
Cún bông giá bao nhiêu ạ,cân bằng giá bao nhiêu ạ
Cảm ơn shop mình test bot ạ,cảm ơn shop mình té bot ạ
"https://www.facebook.com/shopgauvabingo/posts/2544415325868790
b ơi cho mình hỏi ghế này
ngồi đ ctừ bn đến bn tháng ạ",https //www facebook com/shopgauvabingo/posts/2544415325868790 b ơi cho mình hỏi ghế này ngồi đ ctừ bn đến bn tháng ạ
"/confirm_object_type{""object_type"": ""ghe_o_to""}",/confỉ_object_type object_type ghe_o_to
"/confirm_attribute_value{""brand"": ""Joie""}",/confỉ_attribute_value brand joie
ghế Zaracos thì sao ạ,ghế zaracos thì sao ạ
Shop còn ghế này k Cho mình hỏi cái này có tháo ra giặt dc k nhỉ ,shop còn ghế này không cho mình hỏi cái này có tháo ra giặt được không nhỉ
/start_conversation,/stả_convẻation
"Chào shop.  Xin lỗi nếu làm phiền shop nhé.  Mình chuyên làm các sản phẩm túi ngủ cho bé bằng vải tencel 60s. Dòng vải này làm từ cây gỗ thiên nhiên.  Các shop online đều bán trên 1 triệu í.  lấy sỉ từ 3 cái/đơn giá là  ❌Túi ngủ nhỏ (75cmx150cm) Vải Tencel Bạc hà: 550.000 Vải Tencel Modal: 650.000 Mình nhận làm theo yêu cầu luôn ạ (kích thước, mẫu mã, chất liệu, phối màu,...) Nếu làm kích thước nhỏ hơn giá sẽ rẻ hơn ạ.  Sẵn trên 100 mẫu vải ",chào shop xin lỗi nếu làm phiền shop nhé mình chuyên làm các sản phẩm túi ngủ cho bé bằng vải tencel 60s dòng vải này làm từ cây gỗ thiên nhiên các shop online đều bán trên 1 triệu í lấy sỉ từ 3 cái/đơn giá là ❌túi ngủ nhỏ 75cmx150cm vải tencel bạc hà 550 000 vải tencel modal 650 000 mình nhận làm theo yêu cầu luôn ạ kích thước mẫu mã chất liệu phối màu nếu làm kích thước nhỏ hơn giá sẽ rẻ hơn ạ sẵn trên 100 mẫu vải
/start_conversation,/stả_convẻation
Hi b,hi bạn
Mình đang đặt đơn xe này trên shopee ,mình đang đặt đơn xe này trên shopee
Gui minh xem ghế ăn dặm các loại voi ạ,gửi mình xem ghế ăn dặm các loại voi ạ
Bên mình còn chậu tắm thành cao cho bé ko ạ,bên mình còn chậu tắm thành cao cho bé không ạ
Bộ này giá bn e ,bộ này giá bao nhiêu em
C ơi Bộ này giá bn ạ ,chị ơi bộ này giá bao nhiêu ạ
/start_conversation,/stả_convẻation
Cho e hỏi ghế ăn mastela  1013a còn ko ạ ?,cho em hỏi ghế ăn mastela 1013a còn không ạ
"/confirm_attribute_value{""color"": ""Ghi""}",/confỉ_attribute_value colỏ ghi
"Giao giúp m 4 chai arau cam về 198 trần quang khải với nhé
0973773428
M ko thấy notice bài của shop
Xem có bị chặn ko nhé",giao giúp mình 4 chai arau cam về 198 trần quang khải với nhé 0973773428 mình không thấy notice bài của shop xem có bị chặn không nhé
/start_conversation,/stả_convẻation
Shop cho m xin giá ghế này ạ ,shop cho mình xin giá ghế này ạ
M muốn mua ghế này B còn k ạ ,mình muốn mua ghế này bạn còn không ạ
"/disagree{""object_type"": null}",/dígrê object_type null
/connect_employee,/connect_employê
/start_conversation,/stả_convẻation
Shop có xe 3 bánh như hình m đánh dấu ko nhỉ,shop có xe 3 bánh như hình mình định dấu không nhỉ
"/disagree{""object_type"": null}",/dígrê object_type null
Ko có loại như m gửi à shop,không có loại như mình gửi à shop
/start_conversation,/stả_convẻation
đàn này giá thế nào? ,đàn này giá thế nào
"/deny_object_type{""object_type"": null}",/deny_object_type object_type null
đàn mà,màn mà
/start_conversation,/stả_convẻation
mẫu này shop có bán shoppe ko ạ ,mẫu này shop có bán shopee không ạ
xích đu này có bán trên shopee ko ,xích đu này có bán trên shopee không
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/4240771684"", ""product_id"": ""https://shopee.vn/product/36371562/4240771684""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/4240771684 product_id https //shopê vn/product/36371562/4240771684
giỏ này bao nhiêu vậy shop và kích thước ntn ạ ,giờ này bao nhiêu vậy shop và kích thước như thế nào ạ
mình mua giỏ mà ,mình mua giỏ mà
Shop có ghế phao cho bé tập ngồi ko ? Shop,shop có ghế phao cho bé tập ngồi không shop
Shop ơi,shop ơi
Ghế phao tập ngồi ko phải phao bơi,ghế phao tập ngồi không phải pha bơi
bên mình có thanh toán QR code giảm giá j nữa ko bạn?,bên mình có thanh toán qr code giảm giá gì nữa không bạn
/start_conversation,/stả_convẻation
xe này còn sẵn ko shop ,xe này còn sẵn không shop
Còn nồi này 2l ko c ,còn nồi này 2l không chị
/start_conversation,/stả_convẻation
Bộ này bên mình còn ko ạ ,bộ này bên mình còn không ạ
Đúng rồi ạ,đúng rồi ạ
Alo,alo
B còn loại 2l ko ,bạn còn loại 2l không
2.5l thì to bằng cái nồi cơm điện ấy nhỉ,2 5l thì to bằng cái nồi cơm điện ấy nhỉ
"Shop ơi
Cầu trượt bập bênh giá bn ạ?",shop ơi cầu trượt bập bênh giá bao nhiêu ạ
Cầu trượt kèm bập bênh ý ạ?,cầu trượt kèm bập bênh ý ạ
Ship bn ạ,ship bao nhiêu ạ
Cho m bộ này màu đỏ b nhé ,cho mình bộ này màu đỏ bạn nhé
shop cho e hỏi mâu xe này giá như nào ạ ,shop cho em hỏi mẫu xe này giá như nào ạ
/start_conversation,/stả_convẻation
C Thuỷ ơi cái xe này có màu hồng ko c? ,chị thu ơi cái xe này có màu hồng không chị
"/confirm_object_type{""object_type"": ""xe_day""}",/confỉ_object_type object_type xe_day
em muốn hỏi mẫu này trên face shop đâng ạ,em muốn hỏi mẫu này trên face shop vâng ạ
Bộ bàn nay nhiu shop ,bộ bàn nay bao nhiêu shop
Đúng ah,đúng ạ
Mình muốn mua cho bé,mình muốn mua cho bé
Bạn ơi,bạn ơi
Bên shop còn ghế e bé Joie Elevate Cherry ko?,bên shop còn ghế em bé joie elevate chẻy không
/start_conversation,/stả_convẻation
giá bn b ,giá bao nhiêu bạn
/start_conversation,/stả_convẻation
Shop có thảm cho bé không ạ,shop có thảm cho bé không ạ
/start_conversation,/stả_convẻation
.,
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
shop ơi xe này bn ạ ,shop ơi xe này bao nhiêu ạ
shop k ship luôn ạ,shop không ship luôn ạ
giá sao shop ơi ,giá sao shop ơi
hnay mình có chương trình sale xe này ko ạ,hôm nay mình có chương trình sale xe này không ạ
cho t 3 cam 2 hồng nhé ,cho tớ 3 cam 2 hãng nhé
"170 Mai Anh Tuấn, Ô Chợ Dừa
sdt 0902.130.387",170 mai anh tuấn ô chợ dừa số điện thoại 0902 130 387
sao nhắn tin ko trả lời vậy ạ,sao nhìn tin không trả lời vậy ạ
E ơi gửi c các mẫu bộ bàn ghế ngồi tô màu cho bé mẫu giáo nhé.,em ơi gửi chị các mẫu bộ bàn ghế ngồi tô màu cho bé mẫu giá nhé
/start_conversation,/stả_convẻation
bên munh co kệ đồ chơi cho bé k nhi,bên mình có kệ đồ chơi cho bé không nhỉ
"Alo shop ơi
Cho m hỏi chút với",alo shop ơi cho mình hỏi chút với
Shop m có bán cũi vải joie đúng k nhỉ,shop mình có bán cũi vải joie đúng không nhỉ
Xe này bao nhiêu ah ,xe này bao nhiêu ạ
Bé 1 tuổi dùng sdc không ak,bé 1 tuổi dùng sdc không à
"Bạn ơi
Inbx mk nhé
Mk đang gấp",bạn ơi inbx mình nhé mình dạng gấp
/start_conversation,/stả_convẻation
"shop còn cầu trượt Holla 3in1 ko shop ơi?
cho m xin giá nhé
tks shop",shop còn cầu trượt holla 3in1 không shop ơi cho mình xin giá nhé thanks shop
/start_conversation,/stả_convẻation
Shop còn cái này k shop,shop còn cái này không shop
Shop ơi còn hộp này ko ,shop ơi còn hộp này không
Shop ơi ,shop ơi
Mình lấy khăn màu xanh và xám nhe,mình lấy khăn màu xanh và xám nhé
Mình muốn mua 3 set ,mình muốn mua 3 set
/start_conversation,/stả_convẻation
Alo,alo
Cho m hỏi cầu trượt tháp effel có xích đu,cho mình hỏi cầu trượt tháp èel có xích đu
/start_conversation,/stả_convẻation
"Alo
Ghế ăn dặm mastela 1015 giá sao ạ
mình cần tư vấn",alo ghế ăn dặm mastela 1015 giá sao ạ mình cần tư vấn
"bạn ơi
đọc mà không rep à",bạn ơi đọc mà không rep à
Loại này cho bé bao nhiêu tuổi chị nhỉ ,loại này cho bé bao nhiêu tuổi chị nhỉ
Cái này nếu ship vào hcm.dc ko chị,cái này nếu ship vào hồ chí minh được không chị
M muốn mua 2 set ,mình muốn mua 2 set
"bạn ơi
còn thanh chắn giường và thảm xopps ko ạ",bạn ơi còn thanh chắn giường và thảm xopps không ạ
/start_conversation,/stả_convẻation
Bên bạn còn bàn này k ,bên bạn còn bàn này không
b ơi 2 sp này còn k ,bạn ơi 2 sản phẩm này còn không
hi shop ơi mình có ngựa bập bênh holla xanh ở hcm ko ạ,hi shop ơi mình có ngựa bập bênh holla xanh ở hồ chí minh không ạ
/start_conversation,/stả_convẻation
Mình lấy 2 sét xanh này nhé,mình lấy 2 sét xanh này nhé
Set này còn ko shop ,set này còn không shop
/start_conversation,/stả_convẻation
báo giá mình máy tiệt trùg fatz baby uv nhé,báo giá mình máy tiệt trùng fatz baby uv nhé
Bên c còn nôi này k hả c ,bên chị còn nôi này không hả chị
Tủ nhựa giá bn vậy shop ,tủ nhựa giá bao nhiêu vậy shop
/start_conversation,/stả_convẻation
Mình xin giá ,mình xin giá
"hi shop
shop có thảm gì cho bé",hi shop shop có thảm gì cho bé
Shop có cặp này k ạ? ,shop có cặp này không ạ
/start_conversation,/stả_convẻation
Bạn ơi,bạn ơi
Bạn còn cái bộ quây này k ,bạn còn cái bộ quây này không
Bên mình có ghê oto zaracos k ah,bên mình có ghế oto zaracos không ạ
/start_conversation,/stả_convẻation
ghế này mấy tháng thì dùng đc ạ vs cho m xin giá nhé ,ghế này mấy tháng thì dùng được ạ với cho mình xin giá nhé
Cho mình mấy mẫu ghế để oto với shop nhé,cho mình mấy mẫu ghế để oto với shop nhé
/start_conversation,/stả_convẻation
"Chào shop
Mìng muốn mua ghế ngồi oto cho bé
Bé nhà mình 4,5m rồi",chào shop mình muốn mua ghế ngồi oto cho bé bé nhà mình 4 5m rồi
/start_conversation,/stả_convẻation
M hỏi ghế ngồi oto,mình hỏi ghế ngồi oto
Cho m xem ảnh và giá a,cho mình xem ảnh và giá ạ
Cái này bên mình còn k ,cái này bên mình còn không
Mình muốn láY thêm 1 cũu và ghế nữa,mình muốn láy thêm 1 cũu và ghế nữa
Mình lấy 1 set khăn và 2 chai cam nhé ,mình lấy 1 set khăn và 2 chai cam nhé
"Ship giúp mình qua 19b thanh nhàn (nhà thuốc gia hưng)
0987402198
Mình chuyển khoane cả ship nhé",ship giúp mình qua 19b thanh nhàn nhà thuốc gia hưng 0987402198 mình chuyển khoản cả ship nhé
Còn bán quây k shop Giá bn ạ ,còn bán quây không shop giá bao nhiêu ạ
3400k set full holla ấy ạ?,3400k set full holla ấy ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
mình xin giá 3 sp này với ,mình xin giá 3 sản phẩm này với
mình muốn hỏi xe đẩy ,mình muốn hỏi xe đẩy
Shop kt giup mình ,shop kích thước giup mình
bàn lego tròn giảm giá còn bn em ?,bàn lego tròn giảm giá còn bao nhiêu em
"/confirm_object_type{""object_type"": ""ban_lego""}",/confỉ_object_type object_type ban_lego
"xe chòi chân nadle 5in1 còn ko
báo giá cho c luôn",xe chòi chân nadle 5in1 còn không báo giá cho chị luôn
"Shop ơi, bên mình có quây nhựa cho bé chơi ở bên trong không ạ?",shop ơi bên mình có quây nhựa cho bé chơi ở bên trong không ạ
"Vâng ạ,",vâng ạ
1 bộ như này chỉ có cánh và cửa thôi ạ shop?,1 bộ như này chỉ có bánh và cửa thôi ạ shop
Cho m xin sz và giá nhé ,cho mình xin size và giá nhé
hi shop,hi shop
"https://minio.dev.ftech.ai/salebot-report-v1-de20ab19/2a0dc620b37ee8f4670c1d3813839f3063fa2ff6c817d09389c548d3f293e455.jpg
Bộ này shop có k",https //minio dev ftech ai/salebot-repỏ-v1-de20ab19/2a0dc620b37êf4670c1d3813839f3063fa2ff6c817d09389c548d3f293e455 jpg bộ này shop có không
Shop ơi shop có máy tiệt trùng k ạ,shop ơi shop có máy tiệt trùng không ạ
shop có giày patin k ạ,shop có giày patin không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
/start_conversation,/stả_convẻation
shop ơi bên shop có bán xe joie phải ko?,shop ơi bên shop có bán xe joie phải không
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Cho mình hỏi ,cho mình hỏi
Cái màu đỏ này bao nhiêu tiền hả bạn,cái màu đỏ này bao nhiêu tiền hả bạn
E vừa gọi dt đặt đàn piano đó ạ,em vừa gọi dt đặt đàn piano đó ạ
Shop cho e xin ảnh đàn màu đen ạ,shop cho em xin ảnh đàn màu đen ạ
/start_conversation,/stả_convẻation
shop ơi,shop ơi
bên mình có cái dây đeo an toàn để mẹ chở bé bằng xe máy ko ạ?,bên mình có cái dây đeo an toàn để mẹ chở bé bằng xe máy không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
/start_conversation,/stả_convẻation
Em hỏi sp như hình ạ ,em hỏi sản phẩm như hình ạ
"Ghế ăn dặm Mastela 07110-07112
Shop đang km đó",ghế ăn dặm mastela 07110-07112 shop đang khuyến mại đó
/start_conversation,/stả_convẻation
Sp này shop mình còn ko ạ Cho mình xin giá ,sản phẩm này shop mình còn không ạ cho mình xin giá
"/query_knowledge_base{""url"": ""https://shopee.vn/product/36371562/3201987475"", ""product_id"": ""https://shopee.vn/product/36371562/3201987475""}",/quẻ_knơedge_bá ủ https //shopê vn/product/36371562/3201987475 product_id https //shopê vn/product/36371562/3201987475
Cho mình xin kích thước với,cho mình xin kích thước với
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Cho e hỏi giá ạ em cảm ơn ,cho em hỏi giá ạ em cảm ơn
Dùng đx từ mấy tuổi em nhỉ?,dùng đx từ mấy tuổi em nhỉ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
xe đẩy giá 1290 em vừa gửi ý,xe đẩy giá 1290 em vừa gửi ý
/start_conversation,/stả_convẻation
Shop ơi,shop ơi
Cho e hỏi bé 18th thì có xe chòi chân hay xe nào cho bé vậnd dộng hợp ko c,cho em hỏi bé 18 tháng thì có xe chòi chân hay xe nào cho bé vậnd dộng hợp không chị
bên c có đàn kiểu này ko ạ ,bên chị có đàn kiểu này không ạ
"đúng ạ
cho mình xin giá ạ",đúng ạ cho mình xin giá ạ
/start_conversation,/stả_convẻation
"Cho m
Hỏi mẫu thảm cuộn cho bé nhé",cho mình hỏi mẫu thảm cuộn cho bé nhé
Thảm cuộn ý b ah,thảm cuộn ý bạn ạ
hi shop,hi shop
/start_conversation,/stả_convẻation
Bên mình có bán giường cũi vải cho bé nữa ko c,bên mình có bán giường cũi vải cho bé nữa không chị
bao nhiêu ạ ,bao nhiêu ạ
"bảo hành sao ạ
phí vận chuyển nữa
mh ở đồng tháp",bảo hành sao ạ phí vận chuyển nữa mình ở đồng tháp
Kiên Giang ạ,kiên giang ạ
/restart,/réả
Ghế đa năng HANBEI có những màu nào ạ,ghế đa năng hanbei có những màu nào ạ
bên mình có xe tập đi cho bé xe tròn,bên mình có xe tập đi cho bé xe tròn
và xe ngồi cho bé đẩy đi chơi k bạn,và xe ngồi cho bé đẩy đi chơi không bạn
/restart,/réả
đàn piano giá bn bann,đàn piano giá bao nhiêu bạn
/start_conversation,/stả_convẻation
Mình còn loại này ko ạ,mình còn loại này không ạ
B tư vấn t nhé,bạn tư vấn tớ nhé
Cho mình hỏi máy hút mũi mua 5 cái có được giảm ko ạ ?,cho mình hỏi máy hút mũi mua 5 cái có được giảm không ạ
/start_conversation,/stả_convẻation
Bên mk có tham silicon k,bên mình có thảm silicon không
/start_conversation,/stả_convẻation
"Shop ơi
Cho m xin giá hai set này ạ
:))
M đang tham khảo quà thôi nôi",shop ơi cho mình xin giá hai set này ạ mình đăng thảm khảo quà thôi nôi
"Shop ơi
Trc mình mua quây size S bên shop
H nhờ shop hỏi xem có bạn nào mua ko
Mình thanh lý ạ",shop ơi trước mình mua quây size s bên shop giờ nhờ shop hỏi xem có bạn nào mua không mình thanh lý ạ
Quây còn mới vì bé dùng ít quá,quây còn mới vì bé dùng ít quá
H hành chính b nhé,giờ hành chính bạn nhé
Chị ơi còn cầu trượt này ko ạ ,chị ơi còn cầu trượt này không ạ
Cho t xin giá bàn lego này ạ,cho tớ xin giá bàn lego này ạ
"B ơi, 2 mẫu đồ chơi trên b còn k b?",bạn ơi 2 mẫu đồ chơi trên bạn còn không bạn
/start_conversation,/stả_convẻation
"Vô lăng điện tử là sạc điện ah bạn
Hay chạy pin",vô lăng điện tử là sạch điện ạ bạn hay chạy pin
"Shop ơi, mình muốn lấy nôi này thì phí ship về số 1 Hoàng Đạo Thuý ntn b nhỉ? ",shop ơi mình muốn lấy nôi này thì phí ship về số 1 hoàng đạo thuý như thế nào bạn nhỉ
/start_conversation,/stả_convẻation
Free ship hả shop,free ship hả shop
/start_conversation,/stả_convẻation
"/query_knowledge_base{""object_type"": ""noi"",""attribute"": ""sells"",""flag"": ""start_conversation""}",/quẻ_knơedge_bá object_type noi attribute sells flag stả_convẻation
/start_conversation,/stả_convẻation
Chị muốn hỏi ghế ngồi xe o to,chị muốn hỏi ghế ngồi xe ô tô
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
Giá sao ạ ,giá sao ạ
"m muốn mua cũi joie bên b còn k
cho mình xin địa chỉ qua mua dc k",mình muốn mua cũi joie bên bạn còn không cho mình xin địa chỉ qua mua được không
/start_conversation,/stả_convẻation
"Bạn ơi
Shop mình còn ghế ăn trẻ em ko",bạn ơi shop mình còn ghế ăn trẻ em không
Shop có ảnh thực tế ghế umoo ko,shop có ảnh thực tế ghế umoo không
hi,hi
gui minh xem ghế ăn dặm các loại,gửi mình xem ghế ăn dặm các loại
Mình hỏi mây hút mũi comfy baby,mình hỏi máy hút mũi comfy baby
510k đúng kg,510k đúng kg
Báo giá thêm chậu tắm gập đc cho mình nữa,báo giá thảm chậu tắm gập được cho mình nữa
Shop có bán cặp bé gái không Shop,shop có bán cặp bé gái không shop
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Ok em,ok em
"Chị ơi, chị có cái van trắng của mhs medela ko chị ơi",chị ơi chị có cái van trắng của mhs medela không chị ơi
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
CÒN K Ạ ,còn không ạ
"/disagree{""object_type"": null}",/dígrê object_type null
Đây ạ ,đây ạ
Cái lều này giá bao nhiêu c nhỉ ,cái lều này giá bao nhiêu chị nhỉ
/start_conversation,/stả_convẻation
"Chị ơi
E muốn mua 2 sp này",chị ơi em muốn mua 2 sản phẩm này
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
/start_conversation,/stả_convẻation
có nôi cũi joie ko shop ơi,có nôi cũi joie không shop ơi
cái loại cũi cơ,cái loại cũi có
"https://shopee.vn/%F0%9F%94%A5-Gi%C6%B0%E1%BB%9Dng-c%C5%A9i-cao-c%E1%BA%A5p-Joie-Commuter-Changer-Snooze-Linen-Gray-i.36371562.1056267097
loại này bao gồm cái gì ha shop ơi",https //shopê vn/%f0%9f%94%a5-gi%c6%b0%e1%bb%9dng-c%c5%a9i-cao-c%e1%ba%a5p-joie-commutẻchangẻsnôe-linen-gray-i 36371562 1056267097 loại này bao gồm cái gì hả shop ơi
/start_conversation,/stả_convẻation
"helo
gui minh xem ghế ăn dặm các loại voi",helo gui minh xem ghế ăn dặm các loại voi
/start_conversation,/stả_convẻation
Shop cho mình hỏi ,shop cho mình hỏi
Mẫu này shop còn màu này ko ạ?,mẫu này shop còn màu này không ạ
/start_conversation,/stả_convẻation
gui minh xem ghế ăn dặm các loại voi,gửi mình xem ghế ăn dặm các loại voi
Ko ạ mình chọn joie Pact™ Flex Signature Granit Bleu,không ạ mình chọn joie pact™ flẽ signatủ granit bleu
Còn k b ơi ,còn không bạn ơi
/start_conversation,/stả_convẻation
Chị muốn mua cái chặn giường cho bé,chị muốn mua cái chăn giường cho bé
Sữa tắm còn k b? ,sữa tắm còn không bạn
Mình xin giá hộp đựng này ạ ,mình xin giá hộp đựng này ạ
/start_conversation,/stả_convẻation
Bộ này bên mình bn ạ ,bộ này bên mình bao nhiêu ạ
Cái này giá bao nhiêu ạ? Diện tích tương ứng là bao nhiêu bạn,cái này giá bao nhiêu ạ tiện tích tương ứng là bao nhiêu bạn
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Bộ nay bn ạ ,bộ này bao nhiêu ạ
Shop có giá sách nhựa ko?,shop có giá sách nhựa không
Bn còn bộ này ko? M xin giá nhé ,bao nhiêu còn bộ này không mình xin giá nhé
bạn ơi hộp này size nhỏ giá bn? ,bạn ơi hộp này size nhỏ giá bao nhiêu
Cho em giá này với ,cho em giá này với
Alooo,alooo
Shop ô,shop ở
Cho m xin giá mấy sp này với ak ,cho mình xin giá mấy sản phẩm này với à
E còn bộ này ko ,em còn bộ này không
/start_conversation,/stả_convẻation
Hi shop Cho mình xin giá so này ,hi shop cho mình xin giá so này
xe đẩy có những màu gì,xe đẩy có những màu gì
/start_conversation,/stả_convẻation
Mấy đó dùng bằng pin phải ko ạ,mấy đó dùng bằng pin phải không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Vô lăng điện tử ạ,vô lăng điện tử ạ
/start_conversation,/stả_convẻation
em xin giá kệ ikea với ạ,em xin giá kệ ikea với ạ
Chào bên chị có bán loại nay hok sh ,chào bên chị có bán loại này không shop
"/disagree{""object_type"": null}",/dígrê object_type null
/connect_employee,/connect_employê
/start_conversation,/stả_convẻation
Hello shop! cho mình hỏi giá cũi kề giường ,hello shop cho mình hỏi giá cũi kề giường
/start_conversation,/stả_convẻation
Bộ bàn ghế này bao tiền ạ ,bộ bàn ghế này bao tiền ạ
Shop oi,shop ơi
M muốn tham.khảo mẫu xe tròn Cho bé Kiểu dạng xe này ạ Mình có mẫu nào khác ko ạ ,mình muốn thảm khảo mẫu xe tròn cho bé kiểu dạng xe này ạ mình có mẫu nào khác không ạ
/start_conversation,/stả_convẻation
Shop mình ở đâu ạ,shop mình ở đâu ạ
"shop ơi
cho mình hỏi",shop ơi cho mình hỏi
bên mình có cái tấm lót bồn caauf cho bé k ạ,bên mình có cái tấm lót bồn câf cho bé không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Cho em xin giá hộp này vs ,cho em xin giá hộp này với
Hộp này có to k ạ ?,hộp này có to không ạ
/start_conversation,/stả_convẻation
Chào shop,chào shop
Shop cho hỏi về thanh chắn giường,shop cho hỏi về thanh chắn giường
bạn ơi cho mình hỏi cái này còn hàng ko ,bạn ơi cho mình hỏi cái này còn hàng không
bộ màu đỏ bạn ạ,bộ màu đỏ bạn ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
bạn còn hàng ko mình muốn qua lấy bh,bạn còn hàng không mình muốn qua lấy bảo hành
Giá bn bạn?,giá bao nhiêu bạn
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Giá?,giá
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Tủ nhựa của bạn giá?,tủ nhựa của bạn giá
Ke nay nhieu c ,kệ này nhiêu chị
/start_conversation,/stả_convẻation
shop con k ak bên mình có ghế này dk ạ ,shop còn không à bên mình có ghế này được ạ
/start_conversation,/stả_convẻation
Shop cho mình hỏi ,shop cho mình hỏi
Ghế này trẻ 2 tháng dùng dc ko ạ,ghế này trẻ 2 tháng dùng được không ạ
E ơi,em ơi
Cho c 1 set khăn xanh ,cho chị 1 set khăn xanh
Nhà mình còn xe này k sh ,nhà mình còn xe này không shop
Máy duos là máy tự động đúng k em?,máy duó là máy tự động đúng không em
/start_conversation,/stả_convẻation
Cho mình giá kệ này nhé,cho mình giá kệ này nhé
Cái này là mấy thanh chống b ,cái này là mấy thanh chống bạn
B ơi còn mẫu này k ,bạn ơi còn mẫu này không
Cho mình hỏi cái ni ship về quảng bình ko ạ ,cho mình hỏi cái ni ship về quảng bình không ạ
C ơi. Bên mình còn bán phễu thay thế avent k ạ,chị ơi bên mình còn bán phễu thay thế avent không ạ
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
Shop có bán trên shoppe ko ạ,shop có bán trên shopee không ạ
"Con m 3t , có chơi được ko",con mình 3t có chơi được không
/start_conversation,/stả_convẻation
Ghế này bao nhiêu tháng ngồi được ạ,ghế này bao nhiêu tháng ngồi được ạ
"Bên mình còn xả ghế ăn dặm teknum k ạ
Giá bn ạ",bên mình còn xả ghế ăn dặm teknum không ạ giá bao nhiêu ạ
/start_conversation,/stả_convẻation
Chào bạn,chào bạn
Bên bạn còn chậu màu nay k ạ ,bên bạn còn chậu màu này không ạ
/start_conversation,/stả_convẻation
"Hi shop
Nhờ shop tư vấn giùm mình máy giặt mini doux với",hi shop nhờ shop tư vấn giùm mình máy giặt mini doux với
/start_conversation,/stả_convẻation
"hi bạn
mình đang tìm Joie Stages Gray Flannel",hi bạn mình đang tìm joie stages gray flannel
bạn cho mình giá,bạn cho mình giá
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
/start_conversation,/stả_convẻation
Cho minh hoi gia? ,cho mình hỏi giá
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
/start_conversation,/stả_convẻation
Cho m hỏi shop còn yếm ăn  dặm nhật ko shop,cho mình hỏi shop còn yếm ăn dặm nhật không shop
/start_conversation,/stả_convẻation
"Hi
Bạn cho mình hỏi",hi bạn cho mình hỏi
"M co mua máy hút sữa philip roi nhung mà bỏ bin bthuong vô xai k dc
Nguoi ta noi phai mua bin sac",mình có mua máy hút sữa philip roi nhung mà bỏ bin bthuong vô xai không được nguoi ta noi phai mua bin sac
Thanh chắn cầu thang bên mình còn k c ơi,thanh chắn cầu thang bên mình còn không chị ơi
Đàn này giá tn shop Cho m xin kth lun nhé ,đàn này giá thế nào shop cho mình xin kth lun nhé
"Shop ơi, có bán miếng lót bồn cầu cho em bé đi vệ sinh ko?",shop ơi có bán miếng lót bồn cầu cho em bé đi vệ sinh không
EXTERNAL: remind_ask_rephrase,ẽẻal remind_á_rephrá
/start_conversation,/stả_convẻation
Tư vấn cho e quây 1m2xm6 với ạ,tư vấn cho em quây 1m2xm6 với ạ
Bộ bàn ghế này có giá bn ak ,bộ bàn ghế này có giá bao nhiêu à
/start_conversation,/stả_convẻation
B ơi,bạn ơi
Ghế này của shop nếu k mua shopee thì bn ah,ghế này của shop nếu không mua shopee thì bao nhiêu ạ
Cho hỏi ghế ăn dặm mastela có những mẫu nào vậy?,cho hỏi ghế ăn dặm mastela có những mẫu nào vậy
