sentence,og_sentence,kmeans_cluster,x,y
mình vừa đặt máy xay hấp đa năng với hộp trữ bột hút chân không nhé,mình vừa đặt máy xay hấp đa năng với hộp trữ bột hút chân không nhé,0,-6.117263,-9.989286
hay là 160k ạ,Hay là 160k ạ?,3,18.338661,-23.54043
2 thanh là 320k hả bạn,2 thanh là 320k hả b,0,4.694637,28.030048
0944997689 ạ,0944997689 ah,4,-22.68236,25.269781
vậy 2 thanh là 320k à bạn,Vậy 2 thanh là 320k à b,0,5.442855,-24.15102
về 23 nguyễn an ninh ạ,Về 23 nguyễn an ninh ạ,0,-11.515992,-8.362307
bàn ước lượng sai,Bà ước lượng sai,1,-31.334457,-7.886108
bên đó áng,Nên đo áng,1,-65.333191,9.910383
mình nhận được hàng rồi,Mình nhận đc hàng rồi,1,-65.262184,-21.208443
số 1 ngõ 79 tân nhuệ thuỵ phương bắc từ liêm hà nội ạ,"Số 1 ngõ 79 Tân Nhuệ, Thuỵ Phương, Bắc Từ Liêm, HN ạ",0,0.470707,-11.727658
0364233966 bạn nhé,0364233966 bạn nhé,0,-15.804204,-14.17124
lát mình chụp sau nhé,Lát mình chụp sau nhé,0,16.101677,12.850019
mình lắp 3 thanh,Mình lắp 3 thanh,0,-10.681427,-0.613169
thế à bạn,Thế à bạn,1,-57.075092,-21.493914
không sao bạn ạ lân sau mình sẽ ủng hộ tiếp,Ksao b ạ lân sau minh se ủng hô tiếp,0,-10.524677,-15.992624
cho nước vào đê nó rua hoa qua thế nào bạn,Cho nc vào đê nó rua hoa qua tnao b,4,-23.174679,55.289581
bô hôm nay mình lấy,Bô hnay minh lây,3,47.078232,1.544448
‭090 2181195‬,‭090 2181195‬,2,5.210311,-36.191166
560 minh khai,560 minh khai,0,-0.329958,-0.776257
cũng được em nhé,Cũng dc e nhé,1,-43.550262,-8.513153
gửi qua 505 minh khai hoà bình grêcity sảnh đối diện 17 mạc thị bưởi 0916662016 giup minh nhé,Gui qua 505 minh khai hoà bình greencity ( sảnh đối diện 17 mạc thị bưởi ) 0916662016 giup minh nhé,1,-25.01726,-10.61068
cả 2 cái hả em,Cả 2 cái hả em?,3,45.550976,-20.634823
bây giờ mình cbi sinh bé thứ 2,BÂY H MÌNH CBI SINH BÉ THỨ 2,4,1.604289,32.851288
đợt mình có mua máy hút sữa medela bên shop cho bé đầu ấy,ĐỢT MÌNH CÓ MUA MÁY HÚT SỮA MEDELA BÊN SHOP CHO BÉ ĐẦU ẤY,0,-5.873951,0.939049
cho mình xin thêm ảnh được không ạ,Cho mình xin thêm ảnh đc k ạ?,2,-17.609478,-66.313133
cho em xin link với ạ,Cho em xin link vs ạ,2,13.719157,-48.496143
mình xin kích thước với ạ,Mình xin kích thước với ạ,3,61.788887,-19.95648
vậy mai bạn giao giờ hành chính giúp mình nha,vậy mai bạn giao h hành chính giúp m nha,3,17.567139,-37.707458
kiểu thế này nè bạn,Kiểu thế này nè b,1,-50.530773,-13.442918
bên bạn chỉ có 1 loại cũi vải này thôi ạ bạn,Bên b chỉ có 1 loại cũi vải này thôi ah b,0,-5.372096,-10.928412
với kích thước nữa,vs kích thước nữa,4,-33.48328,36.102661
1m - 2m,1M - 2M,4,-5.743409,70.303078
cho em xin link mua hàng với ạ,Cho em xin link mua hàng với ạ,2,14.919103,-47.508244
em muốn hỏi con cua tạo bọt ạ,Em muốn hỏi con cua tạo bọt ạ,0,-12.607818,19.447031
đúng rồi đấy bạn,Đúng r đấy b,1,-64.049057,-7.611774
thô tớ mua được rồi bạn ạ,Thoou t mua dc r b a,1,-71.381668,-0.334073
phần nào phát được nhạc ạ,Phần nào phát được nhạc ạ,0,5.421587,-6.593378
cho mình hỏi,Cho mình hỏi,3,68.517097,-34.64941
và cái nấc cho em bé sơ sinh thì cao khoảng bao phân,và cái nấc cho em bé sơ sinh thì cao khoảng baon phân,0,-9.968995,11.231103
có mấy nấc nâng hạ hả bạn,có mấy nấc nâng hạ hả bạn,4,-4.15731,26.127516
với tư vấn giúp tớ với,với tư vấn giúp tớ với,3,23.812586,-48.660023
giao hàng rồi mình thanh toán được không,giao hàng rồi mk thanh toán đk k,2,-26.866259,-43.913609
mình ở ngã tư vác -huyện thanh oai,mk ở ngã tư vác -huyện thanh oai,3,21.337486,-27.683634
ở vác bạn ạ,ở vác bạn ah,2,6.165071,-51.041893
cái cửa mở kia lắp chỗ khác được không,cái cửa mở kia lắp chỗ khác đk k,2,-16.334139,-50.651199
bộ này m8 2 mình hả shop,bộ này m8 2 m hả sh,4,-18.041288,41.606049
sao chị laya đồ khác sau,Sau c laya đồ khác sau,5,33.315933,17.156103
chị gọi bên khác rồi,C gọi bên khác r,0,16.162643,-12.907689
hôm trước chị hỏi không được,Htrc c hỏi ko đc,3,35.325508,0.246899
nadle 2019,Nadle 2019,2,-1.122545,-25.375845
40cm ạ 70k ạ,40cm ạ 70k ạ,4,-14.706216,54.724545
con tớ này,Con to này,5,34.22295,26.423859
đây ạ,Đây ạ,5,69.510574,49.475403
có gì để tớ đặt onl vậy,Có j đê t đặt onl vậy,0,-9.84365,-5.196108
26 láng hạ,26 Láng Hạ,2,2.796686,-41.752205
shop bán thảm cuộn silicon dày 2cm ạ,Shop bán thảm cuộn silicon dày 2cm ạ ?,3,29.268551,-26.953186
mình không thấy nút bấm trên tay cầm,Mình ko thấy nút bấm trên tay cầm,1,-24.442522,2.816631
vậy cứ chuyển tạm cho mình đi,Vậy cứ chuyển tạm cho mình đi,3,48.967445,-32.060169
chị cần cái đấy nhất,C cần cái đấy nhất,4,-30.754284,45.614647
cũng được vì chờ cái đó lâu lắm,Cũng dc vì chờ cái đó lâu lắm,0,-17.177023,14.757634
cả cái chổi cọ ống hút richell,Cả cái chổi cọ ống hút Richell,5,22.559355,15.765306
lâu không dùng,Lâu ko dùng,3,28.086739,-2.135886
trước em có mua máy hút sữa medela bên mình,Trước em có mua máy hút sữa Medela bên mình,0,-7.268187,-0.704366
loại liền nhưng gấp gọn được,Loại liền nhưng gấp gọn dc,0,-9.452523,16.95046
không phải loại ghép,Ko phải loại ghép,0,12.48242,-4.733535
shop mình ở sài gòn hả bạn,Shop mình ở sg hả bạn,2,-32.421963,-40.162434
hàng trung quốc hả shop,Hàng TQ hả shop,0,-4.041594,14.42584
bộ lưới chắn song cầu thang í,Bộ lưới chắn song cầu thang í,4,4.809527,47.67281
kích thước thế nào,Kich thuoc thế nào,4,-29.61941,69.109352
nói thật mình chả biết chọn cái gì,nói thật mình chả biết chọn cái gì,0,2.501436,-3.744159
bạn gửi cho mình cái link kia,bạn gửi cho mình cái link kia,3,41.37463,-30.841963
thấy vợ bảo loại đấy dùng cũng được,thấy vợ bảo loại đấy dùng cũng được,4,-1.207353,42.467907
đen nhé,Đen nhé,0,-17.045286,-4.535619
sản 2 ngách 98/14 nguyễn ngọc nại 0948240489,Sn 2 ngách 98/14 nguyễn ngọc nại. 0948240489,4,-34.562637,23.231722
sản 2 ngách 98/14 nguyễn ngọc nại 0948240489,Sn 2 ngách 98/14 nguyễn ngọc nại. 0948240489,4,-34.562916,23.23193
mamago mình thấy tháo được đệm,Mamago mình thấy tháo đc đệm,0,5.356708,24.687742
nên lấy cái nào nhỉ,Nên lấy cái nào nhỉ,3,30.073351,-23.657698
cho chị 1 cái nhé,Cho c 1 cái nhé,3,51.671436,-9.648746
uh,Uh,2,-58.148354,-56.147461
cho chị 1 cái nhé,Cho c 1 cái nhé,3,51.671436,-9.648746
đấy em,Đây e,5,21.431664,56.959522
em quên,E quên,5,18.730202,58.296513
bên mình hết rồi mà,Bên mình hết rồi mà,0,-6.288589,-18.111435
mà em hỏi toy house mà,Mà e hỏi toy house mà,0,16.744228,-1.764509
sao lại gửi thêm đã cam,Sao lại gửi thảm da cam,0,10.774329,0.065045
mình gửi mình mua thảm xanh,Mình gửi hình mua thảm xanh,1,-46.68449,24.574062
0978258167,0978258167,3,31.137848,-5.016051
bidv càng tốt nhé,Bidv càng tốt nhé,0,-18.266058,17.719763
mình thấy báo đàn là 750 nhưng trên web báo 860k vậy shop,"M thấy báo đàn là 750,nhưng trên web báo 860k vậy shop",0,1.028476,-0.769832
đàn chạy bằng pin hay sạc điện đó shop,Đàn chạy bằng pin hay sạc điện đó shop?,1,-24.050442,-3.782415
mình muốn hỏi tư vấn không phải trả lời tự động,Mình muốn hỏi tư vấn ko phải trả lời tự động,5,36.108452,43.632866
24 tháng,24 Tháng,5,14.385623,49.639847
5m - 10m,5M - 10M,5,47.599079,50.18758
cả 2 loại ạ bạn,cả 2 loại ah b?,0,4.616197,27.575106
tại mình đang tìm,Tại m dang tìm,1,-51.879456,0.701102
hay cua hãng nào vậy bạn,Nay cua hãng nao v b,0,-0.730892,8.157386
tớ nhầm,t nhầm,5,18.213333,26.95299
ạ à,à à,1,-43.348942,-22.320236
6h nhà tớ có người ở nhà,6h nhà t có người ở nhà,1,-35.655777,-8.470609
tầm 7h30 tớ mới về,TẦM 7H30 T MỚI VỀ,4,-12.903568,33.624359
tớ không ở nhà,T KO Ở NHÀ,5,16.988174,54.53014
huhu,HUHU,4,-9.406612,81.360893
tớ chưa chuyển tiền được,T CHƯA CHUYỂN TIỀN DC,0,12.872423,5.210934
shop cho mình hỏi bên mình có những loại cầu trượt nào cho bé ạ,Shop cho mình hỏi bên mình có nhưng loại cầu trượt nào cho bé ạ?,3,54.76865,-27.900097
app minh di,App minh di,3,47.649929,-21.374153
0935577673 nha,0935577673 nha,4,-5.818302,50.086102
video,Video,2,7.084275,-32.757942
shop giao ze bau ham ạ,Shop giao ze Bau Ham ah,0,11.964368,-1.954806
z shop lấy cho mjh 1 cái nha,Z shop lay cho mjh 1 cai nha,4,-24.538244,53.227123
như hình nha shop,Như hình nha shop,3,30.060516,-6.797097
vậy khoảng bao lâu thì có ạ,vậy khoảng bao lâu thì có a,5,26.262011,16.675282
bao giờ hàng lại về à,bao h hàng lại về a,1,-26.535257,-3.232782
tomorrow sky,Tomorrow Sky,5,9.654137,45.212296
shop còn loại nào ạ,shop còn loại nào a,4,-30.265213,54.977859
đấy tớ nước rửa nhé,Lấy t nc rửa nhé,5,48.053864,37.396435
gửi luôn hộ tớ,Gửi luôn hộ t,1,-67.132187,21.116798
cuối tuần rồi,Cuối tuần rồi,0,14.218917,-4.430381
đến 129 lê duẩn 0912598998,Đến 129 Lê duẩn 0912598998,3,29.339926,-29.963585
em xin ảnh với ạ,Em xin ảnh với ạ,2,13.958475,-49.373783
so với không tới,sợ với ko tới,0,8.590981,22.405462
nếu chọn bé ngắn,nếu chân bé ngắn,0,23.012215,7.376772
nhưng cái bàn đạp để phía bánh trước,nhưng cái bàn đạp để phía bánh trước,5,12.997024,25.915358
hay chỉ có bé trai,hay chi co be trai,1,-26.979685,-2.817037
shôê,shoopee,4,-36.365677,55.899063
ủa chị thấy còn 375 mà,ủa chị thấy còn 375 mà,0,7.074304,-18.013241
nhựa xuất xuất nước nào ạ,Nhựa xuất xu nước nao a,4,-31.627083,53.053459
bạn gửi mẫu 100cm*132cm và 132*132 nhe,Ban gui mau 100cm*132cm và 132*132 nhe,0,-2.179158,-16.428406
em muốn mua cái này,E mun mua cái này,5,36.477928,64.436798
mai gửi đồ cho hình sau 6 rưỡi tối nhé,Mai gửi đồ cho mình sau 6 rưỡi tối nhé,1,-26.092836,2.529918
mình lấy loại 800gr nhé,Mình lấy loại 800gr nhé,3,49.886616,-1.471848
ở quê minh còn đặt hai túi đá khô nua ma,Ơ quên minh còn đặt hai túi đá khô nua ma,0,1.857734,25.799814
bộ bàn này bên bạn cũng hết rồi hả bạn,Bộ bàn này bên b cũng hết r hả b,0,23.71981,-1.605955
cả set bàn ghế và miếng ghép là 890k đúng không bạn,Cả set bàn ghế và miếng ghép là 890k đúng k b,2,-16.170946,-53.188477
rồi ạ,rồi ạ,1,-51.871834,-19.027243
có ạ,có ạ,4,-58.2761,37.678562
shop gửi cho mình hướng dẩn sữ dụng được không,shop gửi cho mình hướng dẩn sữ dụng được không,3,37.744228,-29.407679
mình nhận được máy tiệt khuẩn rồi,mình nhận được máy diệt khuẩn rồi,1,-62.556656,-16.421097
vậy mình lấy máy khử trùng uv nhé,vậy mình lấy máy khử trùng uv nhé,3,49.389687,-3.973987
như trong hình mình chụp í,như trong hình mình chụp í,0,-12.344424,17.344007
cái mình bé sử tử hay thỏ hồng xoay xoay phun nước,cái hình bé sư tử hay thỏ hồng xoay xoay phun nước,0,-1.92674,-2.846702
không,ko,3,76.931396,2.138584
cái này ạ,cái này ạ,5,56.346165,10.478782
em hỏi phụ kiện ấy ạ,Em hỏi phụ kiện ấy ạ,2,-6.388321,-43.64183
có gì em báo lại nhé,Có gì e báo lại nhé,0,7.207002,-19.962469
vẫn giống bộ này phải không ạ,Vẫn giống bộ này phải ko ạ,2,-19.286919,-56.748959
em chưa dùng bao giờ nên không rõ,Em chưa dùng bao giờ nên ko rõ,4,-13.684931,32.611763
hàng chính hãng hay sách tay hả shop,Hàng chính hãng hay xách tay hả shop,0,18.727655,5.296358
nhưng chắc thôi không muađ rồi,nhưng chắc thôi ko muaddx rồi,0,10.937129,-2.43569
uhm,uhm,2,-43.775517,-50.962143
sao mua của bên bạn hôm nào cungc thế nhỉ,sao mua của bên bạn hôm nào cungc thế nhỉ,4,3.671966,29.538414
mình hỏi là 199k mà,mình hỏi  là 199k mà,3,56.102459,-29.251835
và cắt móng tay cho bé,và cắt móng tay cho bé,3,15.075248,-22.938723
em gửi chị nhé,E gửi c nhé,1,-52.470669,-40.636467
bên em xa nên sợ các bạn grap đi không quen lại vất vả,Bên em xa nên sợ các bạn grap đi ko quen lại vất vả,0,-4.348255,-1.023783
em ở uỷ ban nhân dân xã liên hà đông anh hà nội ạ,"E ở Uỷ ban nhân dân xã Liên Hà, Đông Anh Hn ạ",0,6.595369,10.834589
tại em đi sinh nhật nên mua tặng bé chị ạ,Tối e đi sinh nhật nên mua tặng bé c ah,4,-8.245993,27.532259
em sợ không kịp về trong ngày,E sợ k kịp về trong ngày,0,14.24614,13.93665
mình muốn mua sản phẩm này,M muốn mua sp này,5,39.953918,61.62326
hàng của mình gửi đi chưa,hàng của mình gửi đi chưa,5,21.043694,39.438274
xanh này phải không bạn,Xanh này phải ko bạn,2,-10.28727,-59.120712
số 0938126179,Số 0938126179,3,65.959236,4.772054
mình gửi bạn nhé,Mình gửi bạn nhé,2,-8.562162,-29.090017
loại này là 1290k hả shop,Loại này là 1290k hả shop,3,29.47257,-8.418906
về ghế tớ nhận em nhé,về ghế t nhắn e nhe,3,44.126934,-23.220133
loại đấy bé 3 tháng dùng được đúng không à,loại đấy bé 3 tháng dùng dc đúng k ak,2,-24.93861,-54.907085
chị còn mẫu nào à,c còn mẫu nào ak,1,-30.448359,1.634939
có những loại nào ạ,có những loại nao A,4,-30.096951,54.121956
tớ gửi nhầm,T gửi nhầm,0,-19.347414,-16.226713
máy fat tiệt trùng tia uv,Máy fat tiệt trùng tia uv,0,7.256214,6.448092
bạn lấy mới được không,B lấy mới đc k,2,-30.11578,-56.321445
thế mai vậy,Thế mai vậy,3,23.544456,-28.252243
uh,Uh,2,-58.148354,-56.147461
tưởng có luôn,Tưởng có luôn,1,-28.277138,-5.528485
mai đàn mới về á,Mai đàn mới về á,0,-20.562147,13.235946
cái này nữa,Cái nay nữa,5,58.396374,13.891979
tí nua ra lấy,Tí nua ra lấy,5,12.102275,29.176455
mình qua lấy,Minh qua lấy,5,12.777757,57.713154
mình mua 3 cái này,Minh mua 3 cái nay,5,53.532654,15.270065
avent mẫu như nào ạ,avent mẫu như nao ạ,4,-33.413204,56.708298
em tìm cái này ý ạ,e tìm cái nay y a,5,34.528328,9.618482
trọn bộ medela pump rút gọn,Trọn bộ Medela Pump rút gọn,4,-23.054642,42.368217
1m - 2m,1M - 2M,4,-5.743409,70.303078
tư vấn giúp mình loại địu cho bé,Tư vấn giúp mình loại địu cho bé,3,22.897684,-56.589748
cái này ạ,Cái này ạ,5,56.346165,10.478782
mai giao cùng được,Mai giao cũng đc,4,-23.82836,44.003574
0985813505,0985813505,3,33.927326,-13.732987
cho mình 1 bộ thảm này nhé,Cho mình 1 bộ thảm này nhé,3,48.509583,-35.83374
hình mình mới gửi cho shop ạ,hình mình mới gửi cho shop ah,0,-11.98491,13.445407
cách gấp gọn thế nào gì ạ,Cách gấp gọn thế nào j ah,4,-23.687664,60.843426
nhà em giao cho chị rồi đó,nhà e giao cho c rồi đó,0,12.234966,7.67418
nhà h2 gõ 323 xuân đỉnh,nhà h2 gõ 323 xuân đỉnh,0,-9.03225,14.608665
chắn cầu thang,chắn cầu thang,2,-1.44932,-60.501053
ừ cứ lấy cho chị hết các loại này,ừ cứ lấy cho c hết các loại này,0,-8.782681,-14.841509
là kiểu gì,là kiểu gì,4,-15.238361,49.776642
bên trên ấy,bên trên ấy,3,34.165012,-2.890646
của chị gồm,Của chị gồm:,0,-11.282671,-7.735058
túi hâm sữa không dùng điện babymo,Túi hâm sữa không dùng điện babymo,0,19.920557,-6.914399
thông tin lại cho mình nhé,Thông tin lại cho mình nhé,3,52.485157,-42.305801
5 chổi cọ ống hút,5. Chổi cọ ống hút,5,23.131413,15.071556
4 thanh chắn cầu thang,4. thang chăn cầu thang,2,-0.9043,-59.178959
3 mũ đội đầu silicon,3. mũ đội đầu silicon,4,-4.575562,43.371918
2 bộ chăm sóc răng,2. bộ chăm sóc răng,5,11.689109,37.439388
1 túi hâm sữa,1. túi hâm sữa,0,14.576667,-12.838341
1680k,1680k,3,37.814568,-11.948695
0916755678,0916755678,4,-24.111483,29.109497
1 chỗ là 107cm,1 chỗ là 107cm,4,3.513071,40.226036
cầu thang nhà chị 1 chỗ là 93cm,Cầu thang nhà c 1 chỗ là 93cm,0,-5.732908,0.212051
nhà chị dùng 2 cái,Nhà c dùng 2 cái,2,10.601512,-45.627075
93 và 107,93 và 107,5,30.517107,30.10354
shop gửi đồ giúp em chưa ạ,Shop gửi đồ giúp e chưa ạ @@,2,1.538091,-38.976051
trên tiki em không thấy sản phẩm này chị nhỉ,trên tiki e ko thấấy sản phẩm này c nhỉ,1,-42.847057,16.455723
mai nhớ giao mình trước 11h nhé,mai nhớ giao mình trước 11h nhé,4,-20.893017,26.766214
mai mình chỉ lấy hàng thôi,mai mình chỉ lấy hàng thui,5,8.398617,33.54921
to nhà lotte centẻ 54 liễu giai phường cống vị quận ba mình hà nội,"toà nhà lotte center 54 liễu giai, phường cống vị quận ba đình hà nội",0,-3.648957,23.725122
vì nhà mình xa,vì nhà mình xa,1,-49.401924,11.03185
bên mình bán hộp nhạc của nôi veldora không chị,Bên mình bán hộp nhạc của nôi veldora k c,0,-8.318964,-15.148617
và bộ này ja,Và bộ này ja,5,44.99361,16.587233
cái này lắp ráp được hả bạn,Cái này lắp ráp được hả b,3,19.831951,-23.022745
sản m2 chung cư 6 tháng element đường nguyễn văn huyên nối dài tây hồ hà nội,"Sảnh m2 chung cư 6th element, đường nguyễn văn huyên nối dài, tây hồ, hn",0,-13.103078,3.853386
0943140021,0943140021,5,17.928381,31.740116
hôm nay có,Hom nay có,5,36.730934,6.309125
không mai hàng mới về à,Nhưng mai hàng mới về a,4,-8.959965,31.741844
à mai hàng về à,A mai hàng về a,5,18.748583,35.89967
dưới gầm máy ạ,Dưới gầm máy a?,1,-58.844467,-3.310833
như lắp ở chỗ nào hả bạn,Nhưg lắp ở chỗ nào hả b?,5,38.015602,15.811196
nay bên trong máy,Hay bên trong máy?,5,27.387068,35.071259
bên ngoài máy á,Bên ngoài máy á,5,22.152449,50.615517
là chỗ nào bạn nhỉ,Là chỗ nào b nhỉ,5,22.518444,40.002914
mình hẹn 4 5h mà,"Mình hẹn 4,5h mà",3,16.72352,-27.400724
cái đấy bạn à,cái đấy b à,4,-29.404579,20.547329
ở nhà vẫn vui bảng vẽ kiêm bộ bàn ghế đa năng cao cấp hola,"Ở nhà vẫn vui
💥 Bảng vẽ kiêm bộ bàn ghế đa năng cao cấp Hola",0,-3.152614,0.379424
bé nhà mình 2 tuổi,Bé nhà mình 2 tuổi,1,-50.889553,8.467916
500k - 1m,500k - 1M,4,-50.558514,57.732361
100k - 500k,100k - 500k,4,-16.527273,71.399521
cho mình coi mẫu,Cho mình coi mẫu,3,51.354107,-37.904919
có link chưa bạn,Có link chưa bạn,2,-20.972319,-43.913498
bạn đăng đi để mình đặt,Bạn đăng đi để mình đặt,5,49.677917,39.499928
số 4 bt10 đường fỏsa 6d khu linh thái xuân phương táco,Số 4 BT10 đường foresa 6d khu sinh thái Xuân phương táco,0,18.047434,-11.914294
1m6 x 1m8,1m6 x 1m8,4,-9.6522,58.496181
ạ uh,Ah uh,1,-35.536739,-0.865181
tớ the,To the,4,-16.506989,46.950508
dù nhà bóng không,Đủ nhà bóng k,0,16.251459,-0.229729
em còn bộ quây,Em còn bộ quây,0,-15.622951,15.407291
chị mẫu kia,chịu mẫu kia,4,-24.747581,23.223099
nhựa,Nhựa,2,-38.016342,-50.32634
100k - 500k,100k - 500k,4,-16.526999,71.399803
thì loại nào vừa tiền mà dòng được,Thì loại nào vừa tiền mà dùng đc,0,8.262101,23.914173
chỉ lấy máy tiệt trùng sấy thoi,Chỉ lấy máy tiệt trùng sấy thoi,5,46.129406,23.333208
mình không,Mình k,1,-65.811813,-12.925278
0909712222,0909712222,4,-19.445356,37.980614
bữa mình bạn,Ba đình bạn,2,-24.222672,-34.849548
vì đó là công ty ạ,Vì đó là cty ạ,5,22.179482,35.066463
giao trước 5h hộ mình nhé,Giao trước 5h hộ mình nhé,3,28.758444,-34.215031
mình chỉ lắp 13 cánh cũng được ạ,Mình chỉ lắp 13 cánh cũng đc ạ,0,-9.259299,21.064627
nếu mua loại 15 cánh,Nếu mua loại 15 cánh,4,0.985835,30.735989
trước 5h ạ,Trước 5h ạ,5,34.398159,9.827582
ấm đun nước này nha bạn,ấm đun nc này nha b,0,21.846174,-6.689769
nhà ạ14 ngõ 106 ngách 42 hoàng quốc việt,nhà a14 ngõ 106 ngách 42 hoàng quốc việt,0,5.590158,16.302549
0976704662,0976704662,0,22.709833,5.580172
vậy mình lấy loại 800gr nhé,Vậy m lấy loại 800gr nhé,3,49.78109,-1.564102
hộp này đúng sữa đúng không bạn,Hộp này đựng sữa đúng k b,2,-26.195,-60.952885
mình ở số 4 hoàng diệu ạ,mình ở số 4 hoàng diệu ạ,2,-22.001484,-31.989599
mình muốn lấy set này ạ,mình muốn lấy set này ạ,5,39.119781,47.402313
hàng nữ tính quá,Hồng nữ tính quá :(,0,12.395277,-19.075008
sáng mai không hay tầm nào ạ,Sáng mai ko hay tầm nào ạ?,4,-29.889099,50.196068
hình con cừu đấy ạ,Hình con cừu đấy ạ,0,-4.944402,-5.708875
tớ có gửi ảnh đấy,T có gửi ảnh đấy,2,9.759644,-32.625259
mình muốn mua 3 thanh 2 cái 2m 1 cái 2m2,mình muốn mua 3 thanh: 2 cái 2m 1 cái 2m2,5,35.143032,57.723667
bạn nhận được tiền chưa bạn,B nhận đc tiền chưa b,1,-60.532227,-16.504072
mình muốn lấy 1 cái này nhà chị mình ở ngay gần chỗ bạn mình ckhoan trước cho bạn rồi chị mình qua lấy được không,"M muốn lấy 1 cái này, nhà chị mình ở ngay gần chỗ bạn. Mình ckhoan trước cho bạn rồi chị mình qua lấy đc ko",0,14.147911,-6.882792
đúng rồi ạ,Đúg rồi ạ,1,-68.064873,-8.981687
hay là ghế trên ý shop,Hay là ghế trơn ý shop,0,-12.296598,11.046542
bạn ađ vào được không ạ,Bạn add vào được k ạ,2,-24.140663,-59.073765
mình cần giao ở huế ạ,Mình cần giao ở Huế ạ,3,20.943871,-24.763535
mình hỏi loại này,Mình hỏi loại này,3,55.187473,-21.452433
1m - 2m,1M - 2M,4,-5.743409,70.303078
còn hàng hết ạ,Còn hồng hết ạ,2,-22.728174,-22.715075
hoàng tàu hỏa lắp ráp đó ạ,đoàn tàu hỏa lắp ráp đó ạ,1,-28.607044,5.186317
không phải giao rồi thanh toán hả bạn,Ko phải giao rồi thanh toán hả bạn,1,-23.3543,2.050259
trong - 0969210458 được số nhà 05 thôn thanh kiết xã thanh phan huyện bắc bình tỉnh bình thuờng,"TƯƠNG - 0969210458
ĐC: Số nhà 05, thôn Thanh Kiết, xã Thanh Phan, huyện Bắc Bình, Tỉnh Bình Thuận.",0,5.851937,7.970572
cũi này gắn đi không ạ,Củi này gắn đi ko ạ,2,-19.991756,-57.31855
xài pin hả shóp,xài pin hả shóp,5,31.749836,55.453815
chuyển đi ạ,Chuyển đi a,3,16.058554,-27.047852
mặt như nào ạ,Đặt như nào a,4,-32.178406,57.887901
phí cầu cốc ngách 67/26 nhà số 6 phường tây mỗ bạn nhé,"Phố cầu cốc, ngách 67/26 
Nhà số 6 
Phường tây mỗ b nhé",0,-20.500427,2.403483
cho em cái hồng nhé,Cho e cái hồng nhé,3,23.75894,-33.939003
có cả nót chứ ạ,Có cả nót chứ a,4,-9.45166,23.506733
kích thước như thế nào bạn,Kích thước ntn bạn,4,-31.43157,70.14418
1m - 2m,1M - 2M,4,-5.743409,70.303078
thêm đàn umo con không shop,Thảm đàn umo con k shop,0,-9.666346,-7.077234
của mình tổng mấy tháng hàng bạn,Của m tổng mấy thùng hàng b,0,15.138225,15.996505
trong tpho cả í mà,Trong tpho cả í mà,0,4.869307,-18.500628
mình qua lấy cũng được,M qua lấy cx dc,5,41.940025,44.99683
cứ gửi về đó,Cứ gửi về đó,0,-10.782214,-13.671514
mình bank luôn nhé,M bank luôn nhé,0,0.512778,6.813329
thôi cũng được,Thôi cũng dc,4,-36.105961,28.951338
em tưởng sài gòn,E tưởng SG,4,-26.246208,20.976927
mình tân hà nội hà,Minh tân HN ha,0,2.993683,27.452948
0975898237,0975898237,1,-25.925377,-16.777983
nhà mình 80cm,Nhà mình 80cm,1,-50.725117,10.502582
bé mình 14m,Bé mình 14m,3,51.305954,-9.25565
66x59x42cm - gấp 66x,66X59X42Cm - Gấp 66X...,5,30.504446,3.956995
hồng,Hồng,4,-57.694016,47.732025
xanh cho bé trai,Xanh cho bé trai,2,-34.915306,-34.931137
xích đu cầu trượt shop sẵn hàng không ăn,Xích đu cầu trượt shop sẵn hàng k ăn,1,-45.996033,-10.017922
mình muốn hỏi thảm silicon đấy bạn,Mình muốn hỏi thảm silicon đấy bạn,5,36.945805,45.669891
hai loại thì loại nào mát hơn,Hai loại thì loại nào mát hơn,0,8.646993,24.750816
loại này khác nữa hả bạn,Loại này khác nữa hả bạn,3,40.313236,1.863158
dù vậy hả,Dữ vậy hả?,2,3.400429,-27.155735
mình ở thành phố hồ chí minh vậy gửi hàng cồng kềnh hk ta,"Mình ở tphcm, vậy gửi hàng cồng kềnh hk ta?",2,4.464842,-76.774872
mình mua 1 máy nha,Mình mua 1 máy nha,1,-44.118156,3.10591
mình xin lỗi bạn huỷ đơn giúp mình nhé,Mình xloi bạn huỷ đơn giúp mình nhé,3,23.292862,-43.327316
người nhận duy 0983254392 hoặc thanh 0906030855,"Ng nhận: Duy 0983254392, hoặc Thanh 0906030855",0,-7.742046,-6.802728
cho mình chọn hình được không bạn,cho mình chọn hình dc ko b,2,-18.524357,-66.785378
mình lấy xanh,mình lấy xanh,3,47.956333,5.066902
xốp,Xốp,4,-46.82777,46.710506
ngả thì cho em bé thôi nhỉ,ngả thì cho em bé thôi nhỉ,2,8.388627,-39.250851
cái này là cũng được đến 12t bạn nhỉ,cái này là cũng được đến 12t bạn nhỉ,5,23.210691,37.372395
phủ lý hà nam bạn ạ,phủ lý hà nam b ah,1,-39.797085,-8.142496
cho mình lấy cái này nhé,cho m lấy cái này nhé,3,42.578556,-39.257866
