sentence,og_sentence,kmeans_cluster,x,y
bạn gửi ảnh cho mình,B gửi ảnh cho m,4,-63.767937,-18.014259
trả ngựa bập bênh không lấy,Trừ ngựa bập bênh k lấy,3,20.208239,-4.038826
hay cái bên phải tớ và cao hơn,hay cái bên phải to và cao hơn,1,-48.311588,-57.617462
chắc đợi cái mẫu cũ có mình lấy,Chắc đợi cái mẫu cũ có m lấy,3,21.729254,-0.533461
cái này có thêm phần đẫy á,Cái này có thêm phần đẫy á,3,33.204876,-3.405596
cái này khác với cái kia à,Cái này khác với cái kia ak,1,-15.221621,-50.185326
còn cái này kích thước sao shop,Còn cái này kích thước sao shop,5,15.714162,-69.526291
mình muốn đặc loại hàng đó à,Mình mún đặc loại hàng đó ak,3,-7.697192,-8.429825
hết hàng cho 180*40*90 oy à,Hết hàng cho 180*40*90 oy ak,0,45.222538,10.322278
shop xác nhận lại giúp mình nhé,Shop xác nhận lại giúp mình nhé,2,-27.471161,40.613537
sr shop mình đổi phương thức thanh toán thành thanh toán trước chứ không tiền mặt nữa nên đặt lại đơn,Sr shop mình đổi phương thức thanh toán thành thanh toán trc chứ k tiền mặt nữa nên đặt lại đơn,2,9.323684,52.771423
shop xn giúp mình nhé,Shop xn giúp mình nhé,2,-4.523344,30.549042
trông vẫn,Trung văn,0,94.610207,9.593346
mình ở hà nội,Mình ở hà nội,2,-20.34934,79.265297
mai mình lại đi vắng,Mai m lại đi vắng,2,-12.554258,44.014275
cho em xin kích thước luon ạ,Cho e xin kich thuoc luon ah,5,18.938572,-63.525028
thảm luôn phải không ạ,Thảm luôn pk ah,4,-73.607544,8.78811
mẫu dưới là đầy đủ y hình luôn phải không ạ,Mâu duoi la đây đủ y hình luon pk ah,3,10.89978,-17.466112
em ở lâm đồng ạ,E ở lâm đồng ạ,2,3.300889,57.509819
bộ này rẻ hơn không chị,Bộ này rẻ hơn k chị,1,-15.942128,-42.288662
của hãng nào đấy bạn,Của hãng nào đấy b,1,-0.642767,-58.994091
cho mình xin kích thước nhé,Cho mịnh xin kích thước nhé,5,20.632627,-68.537041
sắp tròn 1 tủi,Sắp tròn 1 tủi,0,90.666519,2.162402
11 tháng rồi bạn ạ,11 tháng rùi bạn ah,2,-10.522454,18.092445
bộ này đã về thêm chưa bạn,Bộ này đã về thêm chưa b,1,-27.179701,-33.707535
vì ông bà sẽ nhận hàng hộ mình,Vì ông bà sẽ nhận hàng hộ mình,0,31.719593,33.110069
0945577112,0945577112,5,58.642269,-31.068512
được kiểm tra hàng và hướng dẫn sử dụng chứ ạ,Được kiểm tra hàng và hướng dẫn sử dụng chứ ạ?,3,22.321241,22.903908
nếu giao được trong ngày hôm nay thì tốt,Nếu giao được trong ngày hôm nay thì tốt,2,-17.659891,53.329681
giao sớm giúp mình mình cần gấp mà cuối cùng lại thành muộn quá,"giao sớm giúp mình, mình cần gấp mà cuối cùng lại thành muộn quá",2,-1.137495,59.189331
để mình còn biết,để mình còn biết,1,-50.325539,-25.608145
chả thấy ai giao cả,chả thấy ai giao cả,2,5.117152,38.939266
chưa,chưa,2,-36.729164,40.44672
m2 metropolí 304 kim mã,"m2, metropolis 304 kim mã",5,37.941219,-54.341915
thế thôi vậy,Thể thôi vậy,1,-2.551759,-68.629906
em,E,4,-73.012459,-27.755514
mẫu này hả,Mầu này hả,1,-3.134164,-64.395027
gửi anhe cho chị được không,Gửi anhe cho c đc ko,4,-32.173172,26.741613
bao gồm những gì bạn ơu,Bao gồm những gì b ơu,3,32.273178,-18.549509
bộ đầy đủ nhue thê này à shop,Bộ đầy đủ nhue thê này ak shop,0,57.005711,-4.016009
lắp được rồi bạn ạ,Lắp đc r b ạ,4,-82.043152,12.575702
bạn check cho mình,B check cho mình,4,-36.089645,-11.940594
2170k đúng không ạ,2170k đúng k ạ,3,12.651409,17.806856
mình tưởng đó chung,Minh tưởng đó chung,4,-41.98019,-0.351143
hu,Hu,5,65.10202,-50.59071
vậy là quây riêng và cầu trượt xích đu riêng rồi,Vậy là quây riêng và cầu trượt xích đu riêng rồi,3,-4.465269,-26.496115
mình gửi tiền thông tin trước,M gửi tiền TT trước,2,-6.599206,29.387671
giao trong hôm nay giúp mình được không,Giao trong hôm nay giúp m đc k,4,-66.062241,46.670876
tổng tiền giúp mình với,Tổng tiền giúp m vs,4,-32.646992,-7.907284
giao tới lê văn lương cho mình nhé,Giao tới lê văn lương cho mình nhé,2,-16.712816,33.042686
nghệ an,Nghệ an,0,42.797421,53.980492
shop xác nhận giúp em,Shop xác nhận giúp e,2,-13.641787,41.327038
em đặt rồi đó ạ,E đặt rồi đó ạ,4,-56.696259,-16.822416
con các chương trình này không shop,Còn các chương trình này k shop?,3,19.004637,-10.258931
tròn bôn luôn hả shop,trọn bôn luôn hả shop,0,55.017452,4.551112
có những gì bạn,Có những j b,1,-27.149593,-61.819664
bộ này kích thước thế nào,Bộ này kích thước tn,5,14.493599,-74.815086
thảm ghép hay 1 miếng thảm luôn bạn,Thảm ghép hay 1 miếng thảm luôn b,3,6.107567,-24.40032
thảm như thế nào bạn,Thảm ntn b,1,0.166569,-76.712311
đầy đủ như này chứ,Đầy đủ như này chứ,5,23.522182,-38.68483
hay có mấy loại quây,Hay có mấy loại quây,1,-35.076229,-63.378437
có 1 loại 4 2 triệu thôi hả bạn,"Có 1 loại 4,2tr thôi hả b",1,-24.114197,-49.733997
nhựa như thế nào bạn,Nhựa ntn b,1,1.829287,-70.309792
4 2 triệu 1 bộ đầy đủ hả bạn,"4,2tr 1 bộ đầy đủ hả b",3,14.029752,-23.558954
lâu qua bạn ạ vậy để lan sau mình od vay chu doi 10 hom lau qua ạ,"Lau qua b a , vay de lan sau m od vay , chu doi 10 hom lau qua a",0,50.12011,29.163965
được không,Duoc k?,4,-94.154984,13.162272
thông tin 50%,Tt 50% ?,0,90.786507,7.557876
nhận hàng lau lam luon,Nhan hang lau lam luon,0,82.13913,28.48761
mình cũng mua hàng bên shop 2 3 lần rồi,"M cung mua hang ben shop 2,3 lan roi",4,-57.795547,-15.119572
loại tốt mà gập gọn được ý,Loại tốt mà gập gọn đc ý,3,16.193882,17.048412
mình tưởng 3 chu đề,Minh tương 3 chu đề,0,52.148487,21.668274
195 1 chủ đề à shop,195 1 chủ đề ak shop,0,65.470741,10.097442
này nhé shop,Này nhé shop,1,-54.227188,-49.224178
lấy mình 01 bộ nhé shop,Lấy minh 01 bộ nhé shop,3,-21.277662,-13.297762
chỉ còn hàng hả bạn,Chỉ còn hồng hả b,1,-36.108429,-47.626556
bạn set lại khó,B set lại kho,0,26.397385,20.555325
ghế này bạn ạ,Ghế này b ạ,1,-21.828718,-70.678101
cho mình hỏi gian hàng này trên tiki là của shop ạ,Cho mình hỏi gian hàng này trên tiki là của shop a,1,-33.860325,-26.909376
miình shjp hả shop,Miễn shjp hả shop,0,71.933723,9.927036
cầu trượt này của hãng nào vậy ạ,Cầu trượt này của hãng nào vậy ạ?,1,-10.355941,-66.123497
phí cao quá shop ở đâu,Phí cao quá shop ở đâu?,2,-27.236141,56.703758
em muốn lấy một bộ,E muốn lấy một bộ,3,-11.732161,-14.301876
mình gọi rồi nhé,Mình gọi rồi nhé,4,-66.777412,-2.227212
mình chưa thấy ai gọi hết,Mình chưa thấy ai gọi hết,4,-39.253677,31.004026
0979226773,0979226773,5,67.412651,-33.924923
mình chưa thấy ai gọi luôn,Mình chưa thấy ai gọi luôn,4,-40.287292,30.891449
thế thì làm thế nào,Thế thì làm thế nao,1,-2.351639,-77.295639
0979226773,0979226773,5,67.413086,-33.92495
tớ vừa gọi lại cho bạn ý được rồi,T vừa gọi lại cho b ý đc rồi,4,-60.409157,8.982308
pin này dùng được bao lâu,Pin này dùng đc bao lâu,4,-22.364454,8.233077
lúc mới đầu cũng y như thế,Lúc mới đầu cug y như thế,3,15.912226,-34.419357
siêu bé,Siêu bé,0,51.533043,21.299307
ghế ăn dặm mátela 1015 trên tiki của shop,Ghế ăn dặm mátela 1015 trên tiki của shop,0,47.565536,-2.101663
cho mình hỏi,Cho mình hỏi,1,-75.468971,-47.398964
gửi hình đi ạ,Gửi hình đi ạ,4,-53.915043,-15.100039
mjh hỏi bộ 2090k đó shop,Mjh hỏi bộ 2090k đó sh,3,34.295414,-0.866519
kích thước sao shop,Kích thước sao sh,5,16.57493,-72.919464
hàng chính hãng hả bạn,hàng chính hãng hả bạn,4,-33.598282,6.412927
bạn check giúp mình phải đúng sẻ như này không,bạn check giúp m phải đúng seri như này ko,3,-3.737319,-19.960569
à bán full bộ à shop,"À, bán full bộ à shop",3,8.197871,-33.48584
quây thảm bóng không cầu trượt nhé,Quây thảm bóng ko cầu trượt nhé,1,-23.279398,-44.391609
em lắp được rồi,E lắp đc r,4,-71.989174,25.260054
không thấy hướng dẫn lắp đâu,K thấy hướng dẫn lắp đâu,2,3.770432,39.976852
bạn đổi cho mình bát khác với,Bạn đổi cho mình bát khác với,3,-16.93985,-10.624327
nâng bóc hộp ra bát méo rồi bạn ạ,Vâng bóc hộp ra bát méo rồi bạn ạ,0,53.288628,30.874372
bạn đổi cho mình,Bạn đổi cho mình,4,-63.40469,-18.218645
báo bị méo ròii,Bát bị méo ròii,0,82.761986,25.34255
mình vừa bóc hàng,Mình vừa bóc hàng,2,12.367695,35.014927
còn cái này thế nào shop,Còn cái này tn shop,1,-2.641111,-74.545265
mình vưà báo note lại mai giao rồi bạn nhé,M vưà báo note lại mai giao r b nhé,2,-8.793296,44.294067
bạn cthể liên hệ giúp mình được không,B cthể liên hệ giúp m đc k,2,-2.005288,43.216225
mình gửi máy xay lên sửa,Mình gửi máy xay lên sửa,3,6.817886,10.541224
bé 20 tháng đi vừa chứ bạn,Bé 20 tháng đi vừa chứ b?,2,2.100165,33.014973
nhà chị không rộng để được tớ thế,Nhà c k rộng để dc to thế,4,-64.3339,8.235512
bộ này to quá chị không cần phần xích đu,Bộ này to quá c k cần phần xích đu,3,-6.522085,-17.71859
kích thước 1m5/ 1m6,Kich thuoc 1m5/ 1m6,5,21.307703,-57.315804
mình muốn mua quây cũi,Mình muốn mua quây cũi,1,-27.538006,-18.262232
anh chỉ mình hoạ thô đúng không,Ảnh chỉ minh hoạ thoo đúng k,0,27.844355,26.969669
bên mình có gửi cod được ạ,Bên mình có gửi cod đk ạ,4,-39.424404,4.348452
em lấy set hồng đó nhé,E lấy set hồng đó nhé,3,-9.017983,-5.539083
loại 2090 là có cả xích đu luôn được ạ,Loại 2090 là có cả xích đu luôn đk ạ,3,-0.803604,-33.456154
em gửi nhầm ảnh ạ,E gửi nhầm ảnh ạ,3,-18.003633,-9.751203
đây bạn nhé,Đây b nhé,4,-35.52721,11.401336
cầu trượt rieng không ạ,Cầu trươt rieng k a,3,-6.603961,-25.203997
các chị biết giống như hình độ lớn của khối cũng như hình phải không ag bé nhà mình hay cho trong mồm lắm,Các chị tiết giống như hình .độ lớn của khối cũng như hình phải k ag? Bé nhà mình hay cho trong mồm lắm,3,10.026149,-15.091242
tức là hàng size lớn thì giống như này,tức là hồng size lớn thì giống như này,3,10.977165,-33.70908
chỉ có cài xuống đêm như này thôi sao ạ,Chỉ có cài xuống đêm như này thôi sao ạ?,3,27.66675,-27.470934
1 thanh thì thanh này không trượt được ạ,1 thanh thi thanh này k trượt được ạ?,1,-46.640461,-56.614075
quây lắp vào đệm như nào cho chắc chắn ạ,Quây lắp vào đệm như nào cho chắc chắn ạ,1,-0.728862,-53.658394
các bạn cho mình hỏi ạ,Các bạn cho mình hỏi ạ,1,-56.484013,-28.884827
y hình không ạ,Y hình k ạ,4,-25.028807,6.76968
bằng gỗ ha shop,Bằng gỗ ha shop,0,38.611702,0.977895
là 2 bộ rieng ha shop,Là 2 bộ rieng ha shop,3,6.535026,-33.465763
cho với số lun,Chữ với số lun,1,-32.953491,-16.49865
cho chị 1 quạt kẹp 1 thảm cuộn nhé,Cho C 1 quạt kẹp 1 thảm cuộn nhé,3,29.320835,3.223126
mình cũng đã từng mua sản phẩm bên bạn chứ không phải không mua,M cũng đã từng mua sản phẩm bên bạn chứ k phải k mua,4,-43.144382,2.20282
được p906 toà nhà 17-2 đường huỳnh văn nghệ sài đồng long biên hà nội mới liên 0973367797,"Đc: P906 toà nhà 17-2 đường Huỳnh Văn Nghệ, Sài Đồng, Long Biên, Hà Nội
Ms. Liên 0973367797",2,25.832666,74.269638
không lên đơn tại shop được ạh,Ko lên đơn tại shop đc ạh,2,-9.235625,23.046671
hôm trước hết đã về chưa em,Htrc hết đã về chưa e,4,-57.056759,39.223145
shop cho minhg hoit,shop cho minhg hoit,0,58.533203,17.865517
2 mặt đây ạ,2 mặt đây ah,3,3.110155,-13.560677
gửi các loại mẫu có những hình gì vậy,Gui cac loai mẫu có nhũng hình gi vay,1,-3.622267,-51.587673
sản xuất tại đâu vậy,Sx tai dau vay,3,24.905937,-4.747645
cũng đang thắc mắc sao nhanh thế,cũng đang thắc mắc sao nhanh thế,3,42.047977,-8.427516
vì hôm qua shop bảo trong ngày nên mình hỏi thôi,vì hôm qua shop bảo trong ngày nên mình hỏi thôi,4,-58.455399,37.322098
sao chưa thấy ai giao tới nhỉ shop bảo hôm qua có người giao mà hôm nay vẫn chưa thấy,sao chưa thấy ai giao tới nhỉ ? shop bảo hôm qua có ng giao mà hôm nay vẫn chưa thấy,4,-59.940639,39.532722
aricare ý ạ,Aricare ý ạ,3,37.384338,-9.644932
là riêng 2 bộ chứ không phải 1 bộ ạ bạn,Là riêng 2 bộ chứ không phải 1 bộ ah b,1,-31.889212,-49.38063
chị cho em link để em đặt đi,c cho em link để e đặt đi,4,-62.366016,-15.91074
pin bỏ đâu em,Pin bỏ đâu e,0,44.861706,26.890186
sao không thấy công tắc,Sao k thấy công tắc,2,0.341359,37.446007
pin bỏ đâu bạn,Pin bỏ đâu b,0,46.506569,4.218515
gửi về đó cho mình,Gửi về đó cho mình,4,-68.680496,-15.749909
mình mua rồi ạ,M mua r ạ,4,-67.881981,-26.496649
mình thích cái đèn cơ,M thích cái đen cơ,0,42.791969,13.413999
huhu,Huhu,5,55.036655,-65.854774
giờ em muốn mua thảm để lắp vừa ạ,Giờ em muốn mua thêm để lắp vừa ạ,4,-55.14473,-20.332285
em có 1 cánh cửa chính và 1 ghép 36cm rồi ạ,Em có 1 cánh cửa chính và 1 ghép 36cm rồi ạ,3,2.783419,-13.48058
cả đoạn cần chân là 170cm,Cả đoạn cần chắn là 170cm,3,38.754383,-3.143353
mình muốn mua thêm thanh chắn cầu thanh ạ,Mình muốn mua thêm thanh chắn cầu thang ạ,1,-56.852112,-39.251472
sẽ là full bộ như ảnh có cả bóng hay thế nào ạ,Sẽ là full bộ như ảnh có cả bóng hay tnao ạ,1,-3.392236,-63.270161
đổi cho bé,Đai cho bé,1,-39.018154,-22.966751
đệm cũng khá nặng và cũng ạ,đệm cũng khá nặng và cứng ạ,3,16.361271,-10.062928
vậy ạ,vậy ah,1,-33.209034,-67.57856
đó nên là mình phân vân quá huhu,đó nên là mình phân vân qá huhu,3,14.673729,-2.713103
đệm cũng shop ạ,đệm cứng shop ạ,1,-30.267832,-42.48362
mình gửi ảnh shop tư vấn giúp mình nhé ạ,"mình gửi ảnh, shop tư vấn giúp mình nhé ạ",4,-47.11684,-8.304024
đệm nhà mình là đệm evẻn 18cm ạ,đệm nhà mình là đệm Everon 18cm ạ,3,29.587852,11.851355
là phụ kiện đi kèm có những gì nhỉ,là phụ kiện đi kèm có những j nhỉ,3,11.123437,-27.632273
cái bộ bảng,cái bộ bảng,3,1.954445,-30.675127
cho mình hỏi thảm với,cho mình hỏi thêm với,1,-66.749557,-45.882828
thế à,thế à,1,-1.215306,-68.735825
cả bộ này nữa bạn ạ,cả bộ này nữa b ạ,1,-22.548004,-70.789879
em ở hồ tunhf mậu,E ở hồ tunhf mậu,0,41.350376,64.343292
bộ bảo vệ la có gì nữa nhỉ,Bộ bảo vệ la có gi nữa nhi,3,13.744295,-26.745937
cái nào ghế cao hơn,Cái nào ghế cao hơn?,1,-6.698645,-64.606461
cho mình 1 bộ nhé,Cho m 1 bộ nhé,1,-63.809933,-43.38306
uh tg nưã chị sẽ lấy bộ này,"Uh, tg nưax c sẽ lấy bộ này",0,48.526253,-4.868127
chị nhận bộ này đẹp quá,C nhìn bộ này đẹp quá,1,-17.93243,-21.733593
thế thì nhắc phải 1 tg nữa vậy,Thế thì chắc phải 1 tg nữa vậy,3,17.913145,-27.702339
bộ này bao vậy,Bộ này bao vậy,1,-18.956148,-65.927254
500k - 1m,500k - 1M,2,26.666702,76.145958
bây giờ có nữa bạn,Bjo có nữa b,4,-28.865911,4.775462
xã vĩnh lộc,Xã vĩnh lộc,0,90.359612,26.792391
mẫu em gửi ý ạ,mẫu e gửi ý ạ,1,-35.949223,-52.306915
em muốn mua,e muốn mua,1,-64.440926,-33.38969
em lại thích mẫu kia,e lại thích mẫu kia,3,6.476839,-12.838378
ở album nào thế ạ,ở album nào thế ạ,1,6.80373,-53.462837
mình lấy bộ số rồi bạn nên mình không lấy nữa nhé,Mình lấy bộ số rồi bạn. Nên mình ko lấy nữa nhé,4,-67.083504,-25.849411
người lớn ngồi được luôn phải hk shop,Người lớn ngồi đc lun phai hk shop,2,-8.534464,23.602655
cho trẻ trên 1 tuổi,Cho trẻ trên 1 tuổi,3,3.154444,0.50666
100k - 500k,100k - 500k,2,28.067438,76.196045
cho mình hỏi ghế ăn dặm ạ,Cho mình hỏi ghế ăn dặm ạ,3,-22.082529,-15.855577
tớ gửi nhé,T gửi nhé,4,-67.610657,-7.854708
vậy tổng là 780k phải không bạn,Vậy tổng là 780k pk b,3,-20.608255,5.253281
gần nguyễn văn cừ,Gần nguyễn văn cừ,2,27.731476,54.855213
số 7 ngõ 40/18 hồng tiến 0904528693,"Số 7 ngõ 40/18 hồng tiến 

0904528693",0,33.882435,53.024277
mình gửi,M gửi,4,-64.69928,-12.259812
gửi cho mình video nhé,Gửi cho m video nhé,3,-22.053688,-4.937403
0987652155,0987652155,5,61.036835,-34.409222
nó chéo thế này không để được,Nó chéo thế này k để đc,4,-30.084797,4.748593
hạ xuống để để chân đó shop,Hạ xuống để để chân đó shop,3,-3.283686,9.959073
ghế ăn,Ghế Ăn,3,4.634813,-28.266905
bạn giao cho mình được lúc nào nhỉ,b giao cho m đc lúc nào nhỉ,1,-35.599781,-43.948219
nhờ shop nhận bên viettel giao buổi tối giúp em được không ạ,Nhờ shop nhắn bên viettel giao buổi tối giúp e dc ko ạ,2,-17.363626,40.26899
em chuyển rồi shop,E chuyển rồi shop,4,-75.900925,-6.391054
vậy em chuyển cho shop 315k đúng không ạ,Vậy e chuyển cho shop 315k đúng k ạ,4,-34.355854,2.839297
1 thanh chỉnh + 2 thanh chữ y,1 thanh chính + 2 thanh chữ Y,3,30.397665,-3.159104
em chuyển trước 50% nha shop,E chuyển trước 50% nha shop,2,-17.881653,26.1334
0919704123,0919704123,5,76.704071,-44.645702
trên nằm thành,Trịnh nam thành,2,-1.139379,77.309067
mình muốn lấy dòng ghế nào có thể nâng lên hạ xuống vừa có thể ngồi thấp và ngồi cao ấy,"M muốn lấy dòng ghế nào có thể nâng lên hạ xuống, vừa có thể ngồi thấp và ngồi cao ấy",3,17.098196,-18.904823
mình muốn nhờ bạn tư vấn,M muốn nhờ b tư vấn,3,-4.369363,-0.30777
mình muốn lấy luôn ghế ăn dăh,M muốn lấy luôn ghế ăn dawmh,3,9.27155,4.530411
mình lấy 1 thời ạ,M lấy 1 thôi ạ,1,-22.359373,-18.146099
0948459292,0948459292,5,63.542721,-30.921274
chó trắng,Chị Trang,5,38.10104,-60.424877
mình lấy size to xanh nhé,Mình lấy sz to xanh nhé,3,-23.958313,-12.824229
tổng của mình 900k nhỉ,Tổng của mình 900k nhỉ,3,29.012987,0.131238
vì nhà mình ngay gần văn phòng dưới này ấy,Vì nhà mình ngay gần văn phòng dưới này ấy,3,-6.519224,6.763233
nhà n16 271 trần đăng ninh rẽ vào,Nhà N16 (271 Trần Đăng Ninh rẽ vào),0,57.203552,48.862576
cầu giấy,Cầu giấy,3,-8.137064,-27.611948
em về trần đăng ninh,E về trần đăng ninh,2,-4.428962,58.270725
mai cứ giờ chính 9-4h là được ạ,Mai cứ giờ chính 9-4h là được ạ,2,-12.943764,21.307127
gồm cả bóng số và chữ ạ,Gồm cả bảng số và chữ ah,1,-24.00445,-38.570896
1 bộ này gồm cả số và chữ ạh bạn,1 bộ này gồm cả số và chữ ạh b,1,-17.78355,-45.331116
có gì shop chuyển cho mình sớm hen,Có j shop chuyển cho mình sớm hen ^^,3,-18.100464,-11.738391
mình đặt hàng trên tiki rồi,Mình đặt hàng trêb tiki rùi,4,-45.028831,21.789536
mình thấy trên tiki có bán ghế này của gấu và bí ngô,Mình thấy trên tiki có bán ghế này của Gấu và Bí Ngô,3,-6.436646,-17.348064
vay shop bạn đóng cửa rồi,Hay shop bạn đóng cửa rồi?,3,17.199291,19.923885
mình cần gấp để tặng bé quà 1/6,Mình cần gấp để tặng bé quà 1/6,2,18.662476,37.754192
mình muốn hỏi mua cái đàn nayd,Mình muốn hỏi mua cái đàn nayd,3,1.887338,-1.883074
mình mua tặng,Mình mua tặng,1,-61.938255,-31.898069
tớ lấy xanh nhé,Tớ lấy xanh nhé,4,-35.885715,21.767414
cho tớ sek,Cho tớ sek,3,25.51837,5.548847
tớ giao về an dương,Tớ giao về an dương,2,-37.876232,56.533623
mình muốn mua thảm kiểu này có,Mình muốn mua thảm kiểu này cơ,1,-44.379471,-36.1366
bộ bếp gỗ còn chứ ạ,Bộ bếp gỗ còn chứ ạ,3,23.906128,-23.919201
sr shop hôm nay ngân hàng không làm việc mình chưa chuyển qua được cho shop nữa đầu tuần mình chuyển nhé,"Sr shop, Hôm nay ngân hàng ko làm việc mình chưa chuyển qua đc cho shop nữa, đầu tuần mình chuyển nhé,",2,-21.328764,38.871403
vậy mình lấy thêm cái ghế này nha,V mình lấy thêm cái ghế này nha,1,-45.645641,-35.857948
hàng như hình không ạ,Hàng như hình ko ạ,1,-34.997517,-66.944077
mình chuyển 50% nhé,Mình chuyển 50% nhé,2,9.198027,32.078793
gấu bông này này bạn,Gấu bông này này b,3,25.870113,-29.844765
cho mình 1 bóng tập bò và 1 chó puppy lên đơn cho mình nhé,Cho m 1 bóng tập bò và 1 chó puppy lên đơn cho m nhé.,3,-19.09256,-8.229439
bé nhà mình 26 tháng,Bé nhà mình 26th,2,-19.981419,32.865204
còn mỗi hàng này thôi ạ,Còn mỗi hàng này thôi ạ,1,-4.157363,-47.842602
vàng,Vàng,5,39.359577,-61.79155
cũng được ạ,Cũng dc ạ,4,-85.236816,12.064966
3 món à chị,3 món à c,3,-3.09199,-12.69531
mẫu nào hả chị,Mẫu nào hả c,1,-4.152741,-69.949211
sn52 ngõ 14 mễ trì hạ 0329984688,"Sn52 ngõ 14 mễ trì hạ
0329984688",0,91.788246,24.967783
shop oqi,Shop oqi,0,72.48317,9.163525
mình thấy bảo có hỏi nước bốc lên,M thấy bảo có hơi nước bốc lên,3,-7.697949,-6.438037
không lại luôn mất,K lại muôn mất,4,-59.303108,25.344027
nhà mình ở chung cư xuân phương quốc hội bạn ạ,Nhà mình ở chung cư xuân phương quốc hội b ạ,2,-30.422876,56.362263
được toà golden palace 99 mễ trì ạ,Đc toà golden palace 99 mễ trì ạ,0,85.870605,12.313641
trong giờ hành chính bạn nhé,Trong h hành chính b nhé,4,-43.680214,41.386051
mình ở mễ trì bạn ạ,Mình ở mễ trì b ạ,3,-10.726675,4.593212
bé nhà mình gần 3 tuổi,Bé nhà mình gần 3 tuổi,4,-51.263885,-0.001843
2 đàn này khác nhau như nào hả bạn,2 đàn này khác nhau như nào hả b,1,0.335715,-58.100098
gửi về 26 lâm hoằng thành phố huế,Gửi về  26 lâm hoằng tp huế,0,43.150215,63.987011
cho mình bộ này nhé,Cho mình bộ này nhé,1,-60.754391,-46.569153
giống i như này đúng không ạ,Giống i như này đúng k ạ,3,11.312796,-34.65094
để vợ mình chốt,Để vk mình chốt,0,38.960243,20.567188
mình đang gửi thế nào cho vợ,Mình đang gửi tn cho vk,1,-8.345302,-54.142548
sao check được ạ,Sao check dc ạ,4,-39.025726,14.942539
hàng giả thì sao,Hàng giả thì sao,2,-6.360835,22.528267
vãi,Vãi,5,73.602524,-34.947937
không sau cãi nhau mệt lắm,Ko sau cãi nhau mệt lắm,0,73.434723,17.66782
để mình bảo bạn qua lấy,Để mình bảo bạn qua lấy,4,-60.712944,0.519252
cho hỏi siêu thị của bạn ở đâu,Cho hỏi siêu thị của bạn ở đâu,4,-36.085155,-4.120478
thế nào,Thế nào,1,12.179588,-75.650681
vậy bạn giao giúp mình nhé,Vậy bạn giao giúp mình nhé,4,-71.8256,-8.491466
mình giao về chung cư ct2x2 khu đô thị bắc ninh đàm ạ,Mình giao về chung cư ct2x2 khu đô thị bắc linh đàm ạ,2,2.445099,56.599636
bạn cho mình 1 bộ này nhé,Bạn cho mình 1 bộ này nhé,1,-61.130436,-47.494598
thế để em lấy sau vậy,Thế để e lấy sau vậy,1,-26.746437,-45.908203
em định đặt thảm nhưng không kịp rồi,E định đặt thêm nhưng ko kịp rồi,2,-11.524202,26.765423
cho em cái này,Cho e cái này,1,-59.4221,-47.480595
và 1 bộ set thành phố gỗ,Và 1 bộ set thành phố gỗ,2,-30.451542,66.567848
cho em bộ chữ,Cho e bộ chữ,1,-35.093006,-29.526194
9 toyota long biên phúc 0978913663,"9 toyota long biên, Phúc 0978913663",0,92.654724,25.459845
nhà chị 2 bên là tương cơ,Nhà c 2 bên là tường cơ,3,-6.120206,-12.625501
450k em nhỉ,450k e nhỉ,0,44.332161,-2.192567
0769358 001,(0769358 001,5,64.764145,-52.02895
289 nguyễn thái bình thường 12 quận tân bình,289 Nguyễn Thái Bình phường 12 quận Tân Bình,2,33.420986,53.861217
mình đặt 1c,Mình đặt 1c,3,14.619637,9.816691
là sao,Là sao,1,-41.26318,-69.884079
ủa shop bị sao vậy,Ủa shop bị sao vậy 🙄,1,-4.967816,-33.444801
mình muốn đặt cái này,Mình muốn đặt cái này,1,-50.835236,-41.836605
hôm đó mình qua kho bên bạn lấy luôn rồi,Hôm đó mình qua kho bên bạn lấy luôn rồi,4,-55.903446,37.063633
cho mấy ngày mới thấy trả lời,Chờ mấy ngày mới thấy trả lời 😅,4,-37.39954,30.987949
hôm trước mình qua lấy rồi,Hôm trước mình qua lấy rồi,4,-63.378952,40.732265
để chị đặt,Để c đặt,4,-58.831284,-2.904044
đug rồi em,đug rồi em,0,30.80014,30.841311
mẫu này mua lẻ được không,Mẫu này mua lẻ đc ko,3,-17.069382,3.171689
còn mãu nào bạn gửi giúp mình nhé,còn mãu nào b gui giup mih nhe,3,-19.208717,-16.897688
thú nhún hay nhựa bập bênh,thú nhún hay ngựa bập bênh,0,60.712559,8.520594
bóng thả quây như thế nào ấy bạn,bóng thả quây ntn ấy b,1,7.156689,-56.942093
0903402655,0903402655,5,73.994873,-28.213633
nhận hàng mình gửi tiền,Nhận hàng mình gui tiền,4,-61.158718,36.486958
hà nội,hn,2,-19.804857,80.832664
vậy bạn chuyển về đại học thủy lợi,Vậy B chuyển về đại học thủy lợi,0,53.132519,30.499937
0934500881,0934500881,5,62.381687,-36.615887
gửi về blue sea tổ 3 khu 7 bãi cháy hạ long,"Gui về blue sea tổ 3 khu 7 bãi cháy, hạ Long",0,52.703278,39.361637
chị lấy 2 bộ,C lấy 2 bộ,1,-51.604824,-49.768459
lại nhỉ,Lạ nhỉ,1,-37.91761,-43.383442
nên tưởng bạn đăng đủ,Nên tưởng bạn đăng đủ,2,17.929571,22.932438
tại thấy bạn gửi link tiki,Tại thấy bạn gửi link tiki,2,-0.665245,25.122091
